Word,Count,POS,Antonyms
glorious,8,adjective,inglorious
gloved,6,adjective,gloveless
gloveless,9,adjective,gloved
gluttonous,10,adjective,abstemious
glycerolise,11,verb,deglycerolize
glycerolize,11,verb,deglycerolize
gnostic,7,adjective,agnostic
go,2,verb,stay in place|come|malfunction|be born|stop
go,2,adjective,no-go
go against,10,verb,conform to|keep
go along,8,verb,discontinue
go away,7,verb,come|arrive|appear
go down,7,verb,ascend;rise|float|rise
go for,6,verb,refuse
go forth,8,verb,arrive
go in,5,verb,exit
go into,7,verb,exit
go off,6,verb,go on|explode
go on,5,verb,discontinue|recede|go off
go out,6,verb,enter|come in
go to,5,verb,miss
go to bed,9,verb,get up;turn out
go to sleep,11,verb,get up;turn out
go under,8,verb,float|rise
go up,5,verb,fall|descend
go wrong,8,verb,succeed
godlessness,11,noun,theism|godliness
godliness,9,noun,ungodliness
going,5,verb,stay in place|come|malfunction|be born|stop
gone,4,verb,stay in place|come|malfunction|be born|stop
good,4,noun,evil;evilness|bad;badness
good,4,adjective,bad|evil
good,4,adverb,ill
good egg,8,noun,bad egg
good fortune,12,noun,misfortune;bad luck
good guy,8,noun,bad guy
good health,11,noun,ill health
good humor,10,noun,ill humor
good humour,11,noun,ill humor
good luck,9,noun,misfortune;bad luck
good manners,12,noun,discourtesy
good nature,11,noun,ill nature
good part,9,noun,weak part
good person,11,noun,bad person
good spirit,11,noun,cacodemon
good temper,11,noun,ill humor
good weather,12,noun,bad weather
good-natured,12,adjective,ill-natured
good-neighborliness,19,noun,unneighborliness
good-neighbourliness,20,noun,unneighborliness
goodness,8,noun,bad;badness|evil;evilness
govern,6,verb,deregulate
governed,8,verb,deregulate
governess,9,verb,deregulate
governing,9,verb,deregulate
grace,5,noun,unseemliness
graceful,8,adjective,awkward
gracefully,10,adverb,gracelessly|ungraciously;ungracefully
gracefulness,12,noun,awkwardness
gracelessly,11,adverb,graciously;gracefully|gracefully
gracious,8,adjective,ungracious
graciously,10,adverb,ungraciously;ungracefully
graciousness,12,noun,ungraciousness|malignity;malignancy
gradual,7,adjective,sudden|steep
gradualness,11,noun,abruptness
grammatical,11,adjective,ungrammatical
grammatical construction,24,noun,misconstruction
grammatically,13,adverb,ungrammatically
grand larceny,13,noun,petit larceny
grand theft,11,noun,petit larceny
grant,5,verb,deny
granted,7,verb,deny
granter,7,noun,withholder
granular,8,adjective,achondritic
grassless,9,adjective,grassy
grassy,6,adjective,grassless
grateful,8,adjective,ungrateful
gratefully,10,adverb,unappreciatively;ungratefully
gratified,9,verb,dissatisfy
gratify,7,verb,dissatisfy
gratifying,10,verb,dissatisfy
gratitude,9,noun,ingratitude
gravitation,11,noun,levitation
gravity,7,noun,levity
gravity bomb,12,noun,smart bomb
greased,7,adjective,unlubricated
greater,7,adjective,lesser
green,5,adjective,ripe
greenness,9,noun,ripeness
gregarious,10,adjective,ungregarious|ungregarious
grime,5,verb,clean
groomed,7,adjective,ungroomed
gross,5,adjective,net
ground,6,noun,figure
ground stroke,13,noun,volley
grounds,7,noun,figure
growing,7,noun,nondevelopment
grownup,7,noun,juvenile
growth,6,noun,nondevelopment|decrease;decrement
grudgingly,10,adverb,ungrudgingly
guided,6,adjective,unguided
guilt,5,noun,innocence
guiltiness,10,noun,innocence
guiltless,9,adjective,guilty
guilty,6,adjective,innocent
gusseted,8,adjective,ungusseted
gussy up,8,verb,underdress;dress down
gutless,7,adjective,gutsy
gutlessness,11,noun,gutsiness
gutsiness,9,noun,gutlessness
gutsy,5,adjective,gutless
habilitate,10,verb,undress
habit-forming,13,adjective,nonaddictive
haired,6,adjective,hairless
hairiness,9,noun,hairlessness
hairless,8,adjective,hairy
hairlessness,12,noun,hairiness
hairy,5,adjective,hairless
half,4,adjective,whole
half-time,9,adverb,full-time
hallow,6,verb,desecrate
hallowed,8,verb,desecrate
halt,4,verb,start
halting,7,verb,start
ham,3,verb,underact
ham it up,9,verb,underact
hamming,7,verb,underact
hand mower,10,noun,power mower
hand-crafted,12,adjective,machine-made
handed,6,adjective,handless
handily,7,adverb,inconveniently
handiness,9,noun,inaccessibility;unavailability
handled,7,adjective,handleless
handleless,10,adjective,handled
handless,8,adjective,handed
handmade,8,adjective,machine-made
handwash,8,verb,machine wash
hand-wash,9,verb,machine wash
haploid,7,adjective,diploid
haploidic,9,adjective,diploid
happen,6,verb,dematerialize;dematerialise
happening,9,verb,dematerialize;dematerialise
happily,7,adverb,unhappily|sadly
happiness,9,noun,unhappiness|sadness
happy,5,adjective,unhappy
hard,4,adjective,easy|soft|soft|voiced|soft|soft
hard,4,adverb,lightly
hard drug,9,noun,soft drug
hard water,10,noun,soft water
hardball,8,noun,softball
harden,6,verb,soften|soften
hardened,8,verb,soften|soften
hardened,8,adjective,untempered|soft
hardening,9,verb,soften|soften
hardhearted,11,adjective,softhearted
hardihood,9,noun,timidity
hardiness,9,noun,timidity
hardness,8,noun,softness
hardware,8,noun,software
harmful,7,adjective,harmless
harmfully,9,adverb,harmlessly
harmless,8,adjective,harmful
harmlessly,10,adverb,harmfully
harmonic,8,adjective,nonharmonic
harmonious,10,adjective,inharmonious
harmony,7,noun,dissonance
harness,7,verb,unharness
harnessed,9,verb,unharness
harsh,5,adjective,fine
hasten,6,verb,linger
hastily,7,adverb,unhurriedly
hate,4,noun,love
hate,4,verb,love
hated,5,verb,love
hateful,7,adjective,lovable
hatless,7,adjective,hatted
hatred,6,noun,love
hatted,6,adjective,hatless
have,4,verb,lack|abstain|refuse
hawk,4,noun,dove
hawkishness,11,noun,dovishness
head,4,noun,rear|foot|tail
headed,6,adjective,unheaded|headless
headless,8,adjective,headed
health,6,noun,illness
health problem,14,noun,good health
healthful,9,adjective,unhealthful|unsanitary
healthfulness,13,noun,unhealthfulness
healthier,9,adjective,unhealthy
healthiness,11,noun,ill health
healthy,7,adjective,unhealthy
hearable,8,adjective,inaudible
hearing,7,adjective,deaf
hearten,7,verb,dishearten
heartening,10,verb,dishearten
heartless,9,adjective,softhearted
heat,4,noun,coldness|anestrus
heat,4,verb,cool|cool
heat up,7,verb,cool|cool
heat-absorbing,14,adjective,exothermic
heated,6,verb,cool|cool
heating,7,verb,cool|cool
heat-releasing,14,adjective,endothermic
heaven,6,noun,Hell
heavenly,8,adjective,earthly
heavens,7,noun,Hell
heavily,7,adverb,lightly
heaviness,9,noun,lightness
heavy,5,adjective,light|light|light|light|light|light
heavy-duty,10,adjective,light-duty
heavy-footed,12,adjective,light-footed
heed,4,noun,inattentiveness
heedful,7,adjective,heedless
heedfully,9,adverb,unmindfully;inadvertently
heedfulness,11,noun,unmindfulness;heedlessness
heedless,8,adjective,heedful
heedlessness,12,noun,attentiveness|mindfulness;heedfulness
heir apparent,13,noun,heir presumptive
heir presumptive,16,noun,heir apparent
held,4,verb,let go of|disagree
heliocentric,12,adjective,geocentric
hell,4,noun,Heaven
helpful,7,adjective,unhelpful
helpfully,9,adverb,unhelpfully
herbivorous,11,adjective,omnivorous
here,4,noun,there
here,4,adverb,there|there
hereafter,9,noun,past
hereditarianism,15,noun,environmentalism
hereness,8,noun,thereness
heresy,6,noun,orthodoxy
heritable,9,adjective,noninheritable
hesitantly,10,adverb,unhesitatingly
hesitatingly,12,adverb,unhesitatingly
heterocercal,12,adjective,homocercal
heterocercal fin,16,noun,homocercal fin
heterodactyl,12,adjective,zygodactyl
heterodactyl foot,17,noun,zygodactyl foot
heterodoxy,10,noun,orthodoxy|orthodoxy
heteroecious,12,adjective,autoecious
heterogeneity,13,noun,homogeneity
heterogeneous,13,adjective,homogeneous|autogenous
heterogeneousness,17,noun,homogeneity
heterogenous,12,adjective,homogeneous|autogenous
heterologic,11,adjective,analogous
heterological,13,adjective,analogous
heterologous,12,adjective,analogous|autologous
heterosexual,12,adjective,homosexual
heterotrophic,13,adjective,autotrophic
heterozygosity,14,noun,homozygosity
heterozygous,12,adjective,homozygous
heuristic,9,adjective,algorithmic
hibernate,9,verb,estivate
hibernating,11,verb,estivate
hidden,6,verb,show
hide,4,verb,show
hiding,6,verb,show
hie,3,verb,linger
hierarchal,10,adjective,nonhierarchical
hierarchic,10,adjective,nonhierarchical
hierarchical,12,adjective,nonhierarchical
high,4,noun,low|low spirits
high,4,adjective,low|low|low
high blood pressure,19,noun,hypotension
high explosive,14,noun,low explosive
high frequency,14,noun,low pitch
high pitch,10,noun,low pitch
high quality,12,noun,inferiority;low quality
high relief,11,noun,low relief
high sea,8,noun,territorial waters;territorial waters
high season,11,noun,off-season
high status,11,noun,low status
high temperature,16,noun,coldness
high tide,9,noun,low tide
high water,10,noun,low tide
higher,6,adjective,low|low|low
higher up,9,adverb,below
higher-up,9,noun,inferior
high-interest,13,adjective,low-interest
highland,8,noun,lowland
highland,8,adjective,lowland
highlander,10,adjective,lowland
highlands,9,noun,lowland
highlight,9,verb,background;play down
highlighting,12,verb,background;play down
highness,8,noun,lowness
high-pitched,12,adjective,low
high-resolution,15,adjective,low-resolution
high-rise,9,adjective,low-rise
high-sudsing,12,adjective,low-sudsing
high-tech,9,adjective,low-tech
high-tension,12,adjective,low-tension
highwater,9,noun,low tide
hindu numeral,13,noun,Roman numeral
hindu-arabic numeral,20,noun,Roman numeral
hipless,7,adjective,hipped
hipped,6,adjective,hipless|gabled
hire,4,verb,fire
hired,5,verb,fire
hired,5,adjective,unchartered
hirsute,7,adjective,hairless
hiss,4,verb,applaud
hissing,7,verb,applaud
historical,10,adjective,ahistorical|synchronic
hit,3,verb,miss
hit the hay,11,verb,get up;turn out
hit the sack,12,verb,get up;turn out
hitch,5,verb,unhitch
hitchings,9,verb,unhitch
hi-tech,7,adjective,low-tech
hither,6,adverb,there
hitting,7,verb,miss
hold,4,verb,let go of|disagree
hold on,7,verb,lose
hold out,8,verb,surrender
hold up,7,verb,rush
holding,7,verb,let go of|disagree
hole up,7,verb,estivate
holiness,8,noun,unholiness
holism,6,noun,atomism
holistic,8,adjective,atomistic
holistic theory,15,noun,atomism
hollow,6,adjective,solid
hollowness,10,noun,solidity|sincerity
holophytic,10,adjective,holozoic
holozoic,8,adjective,holophytic
holy,4,adjective,unholy
home,4,adjective,away
home game,9,noun,away game
homemade,8,adjective,factory-made
homeopathic,11,adjective,allopathic
homeopathy,10,noun,allopathy
homocentric,11,adjective,eccentric
homocercal,10,adjective,heterocercal
homocercal fin,14,noun,heterocercal fin
homochromatic,13,adjective,polychromatic
homoecious,10,adjective,heteroecious
homoeopathy,11,noun,allopathy
homogeneity,11,noun,heterogeneity
homogeneous,11,adjective,heterogeneous
homogeneousness,15,noun,heterogeneity
homogenise,10,verb,curdle;curdle|curdle
homogenised,11,verb,curdle;curdle|curdle
homogenize,10,verb,curdle;curdle|curdle
homogenized,11,verb,curdle;curdle|curdle
homogenous,10,adjective,heterogeneous
homologous,10,adjective,analogous|heterologous
homosexual,10,adjective,bisexual
homozygosity,12,noun,heterozygosity
homozygous,10,adjective,heterozygous
honest,6,adjective,dishonest
honestly,8,adverb,dishonestly
honestness,10,noun,dishonesty
honesty,7,noun,dishonesty
honk,4,verb,keep down
honor,5,noun,dishonor|dishonor
honor,5,verb,dishonor|disrespect|dishonor
honorable,9,adjective,dishonest|dishonorable
honorableness,13,noun,dishonorableness
honorably,9,adverb,dishonorably|dishonorably
honored,7,verb,dishonor|disrespect|dishonor
honoring,8,noun,nonobservance
honoring,8,verb,dishonor|disrespect|dishonor
honour,6,noun,dishonor|dishonor
honour,6,verb,dishonor|disrespect|dishonor
honourable,10,adjective,dishonorable
honourableness,14,noun,dishonorableness
honourably,10,adverb,dishonorably
honours,7,noun,dishonor|dishonor
honours,7,verb,dishonor|disrespect|dishonor
hoofed,6,adjective,unguiculate
hook,4,verb,unhook|undercharge
hooked,6,verb,unhook|undercharge
hooking,7,verb,unhook|undercharge
hooks,5,verb,unhook|undercharge
hooved,6,adjective,unguiculate
hop on,6,verb,hop out
hop out,7,verb,hop on
hope,4,noun,despair
hope,4,verb,despair
hopeful,7,adjective,hopeless
hopefully,9,adverb,hopelessly
hopefulness,11,noun,hopelessness
hopeless,8,adjective,hopeful
hopelessly,10,adverb,hopefully
hopelessness,12,noun,hopefulness
horizontal,10,adjective,vertical
horned,6,adjective,hornless
hornless,8,adjective,horned
hospitable,10,adjective,inhospitable|inhospitable
hospitableness,14,noun,inhospitableness
hospitably,10,adverb,inhospitably
hospitality,11,noun,inhospitality
host,4,noun,parasite
hostile,7,noun,friendly
hostile,7,adjective,amicable|friendly
hot,3,adjective,cold|cold
hot up,6,verb,cool
hot war,7,noun,cold war
hotfoot,7,verb,linger
hotness,7,noun,coldness
hubby,5,noun,wife
human,5,adjective,nonhuman
humane,6,adjective,inhumane
humanely,8,adverb,inhumanely
humaneness,10,noun,inhumaneness
humanise,8,verb,dehumanize
humanize,8,verb,dehumanize
humble,6,adjective,proud
humbleness,10,noun,pride|conceit
humidify,8,verb,dehumidify
humility,8,noun,conceit|pride
humorless,9,adjective,humorous
humorlessly,11,adverb,humorously
humorous,8,adjective,humorless
humorously,10,adverb,humorlessly
humourless,10,adjective,humorous
humourlessly,12,adverb,humorously
humourous,9,adjective,humorless
hunger,6,verb,be full
hungry,6,adjective,thirsty
hurried,7,verb,delay
hurried,7,adjective,unhurried
hurriedly,9,adverb,unhurriedly
hurry,5,verb,delay
hurrying,8,verb,delay
hurt,4,verb,be well
hurting,7,verb,be well
husband,7,noun,wife
husband,7,verb,waste
husbandly,9,adjective,wifely
hush,4,verb,louden|louden
hush up,7,verb,louden
hushed,6,verb,louden|louden
hushing,7,verb,louden|louden
hydrate,7,verb,dehydrate
hydrated,8,verb,dehydrate
hydrated,8,adjective,anhydrous
hydric,6,adjective,mesic
hydrogenate,11,verb,dehydrogenate
hydrokinetic,12,adjective,hydrostatic
hydrophilic,11,adjective,hydrophobic
hydrophobic,11,adjective,hydrophilic
hydrostatic,11,adjective,hydrokinetic
hydrous,7,adjective,anhydrous
hygienically,12,adverb,unhygienically
hyperbolise,11,verb,understate
hyperbolize,11,verb,understate
hypercalcaemia,14,noun,hypocalcemia
hypercalcemia,13,noun,hypocalcemia
hypercapnia,11,noun,hypocapnia
hypercarbia,11,noun,hypocapnia
hypercatalectic,15,adjective,acatalectic
hyperglycaemia,14,noun,hypoglycemia
hyperglycemia,13,noun,hypoglycemia
hyperkalemia,12,noun,hypokalemia
hypermetropia,13,noun,myopia
hypermetropy,12,noun,myopia
hypernatremia,13,noun,hyponatremia
hyperopia,9,noun,myopia
hyperparathyroidism,19,noun,hypoparathyroidism
hyperpigmentation,17,noun,hypopigmentation
hyperpnea,9,noun,hypopnea
hypersomnia,11,noun,insomnia
hypertension,12,noun,hypotension
hypertensive,12,adjective,hypotensive
hyperthermia,12,noun,hypothermia
hyperthermy,11,noun,hypothermia
hyperthyroidism,15,noun,hypothyroidism
hypertonia,10,noun,hypotonia;hypotonus;hypotonicity
hypertonic,10,adjective,hypotonic|hypotonic
hypertonicity,13,noun,hypotonicity|hypotonia;hypotonus;hypotonicity
hypertonus,10,noun,hypotonia;hypotonus;hypotonicity
hypertrophied,13,adjective,atrophied
hypervolaemia,13,noun,hypovolemia
hypervolemia,12,noun,hypovolemia
hypocalcaemia,13,noun,hypercalcemia
hypocalcemia,12,noun,hypercalcemia
hypocapnia,10,noun,hypercapnia
hypoglycaemia,13,noun,hyperglycemia
hypoglycemia,12,noun,hyperglycemia
hypognathous,12,adjective,opisthognathous
hypokalemia,11,noun,hyperkalemia
hyponatremia,12,noun,hypernatremia
hypoparathyroidism,18,noun,hyperparathyroidism
hypopigmentation,16,noun,hyperpigmentation
hypopnea,8,noun,hyperpnea
hypotension,11,noun,hypertension
hypotensive,11,adjective,normotensive
hypothermia,11,noun,hyperthermia
hypothyroidism,14,noun,hyperthyroidism
hypotonia,9,noun,hypertonia;hypertonus;hypertonicity
hypotonic,9,adjective,hypertonic|isotonic
hypotonicity,12,noun,hypertonicity|hypertonia;hypertonus;hypertonicity
hypotonus,9,noun,hypertonia;hypertonus;hypertonicity
hypovolaemia,12,noun,hypervolemia
hypovolemia,11,noun,hypervolemia
identical,9,adjective,fraternal
identifiable,12,adjective,unidentifiable
idiographic,11,adjective,nomothetic
idle,4,verb,run|work
idle,4,adjective,busy
idler,5,adjective,busy
idling,6,verb,run|work
igneous,7,adjective,aqueous
ignite,6,verb,extinguish
ignited,7,verb,extinguish
ignoble,7,adjective,noble
ignore,6,verb,notice|know
ignored,7,verb,notice|know
ill,3,adjective,well
ill,3,adverb,well|well
ill health,10,noun,good health
ill humor,9,noun,good humor
ill humour,10,noun,good humor
ill luck,8,noun,good fortune;good luck
ill nature,10,noun,good nature
ill service,11,noun,service
ill turn,8,noun,service
ill-advised,11,adjective,well-advised
ill-being,9,noun,well-being
ill-defined,11,adjective,well-defined
illegal,7,adjective,legal
illegalise,10,verb,legalize;decriminalize;decriminalise
illegality,10,noun,legality
